conversation_id,customer_message,true_intent,true_action,true_reason,actual_brand_reply
7c7805195f26959cc71528ac3ce86521,"@116333 Yes!!! My phone keeps freezing and I have to restart it a few times a day, it's the worst!",General Inquiry,Auto-handle,"Standard issue, can link to docs.","We'd like to see if we can assist you with your iPhone. To begin, DM us your iPhone model and iOS version. We'll start there: https://t.co/GDrqU22YpT"
cefc422fd9bffb3d8d3cb8d6360408fe,since upgrade to iOS 11 my iPhone 7’s battery life is even worse than before! i can watch the % drop as I’m using my phone! 👎,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We'd be happy to look into this with you. Let's start by seeing if the info here helps: https://t.co/bivpdfBNJ6
b36d5962552f29ee25321a8c2f4234ee,"""Your iPhone could not be activated because the activation server cannot be reached."" https://t.co/oqivqksL8E",General Inquiry,Auto-handle,"Standard issue, can link to docs.",We'd love to help you get your iPhone activated! Check out this article for steps to move things along: https://t.co/ywHIZGN4Ac
7254664e7ad9c04c5acb3a01ec2d98e4,#iOS11 bug when playing audio with bluetooth (music or spotify app): music sometimes stops for a split second :-(,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We'd like to learn a bit more about the behavior you're experiencing. Is the delay when a connection is established?
011cac7ad4ca82478d264c9263e35e4d,"Hi guys im updating a macbook pro retina 13"" late 2013 and I'm stuck since 3-4 hours, What is the best way to proceed?",General Inquiry,Auto-handle,"Standard issue, can link to docs.",We’re here to address your concerns. Let's team up in Direct Message using the link below. https://t.co/GDrqU22YpT
0f7035d6121caadf419ee787a878dbf5,I still don't have it and I'm kinda upset? @115858 why won't you love me?,General Inquiry,Auto-handle,"Standard issue, can link to docs.","We're not quite sure what the issue is, but we'd like to help any way we can over Twitter. What's your model and what's the issue happening on it? Any steps tried so far?"
dd13df6df8264f0fe9889ec233376541,"My iPhone6 with iOS10.2 can't connect with my airpods well, always failed to connect, I need to restart my phone every time!!",Software/OS Update,Auto-handle,"Standard issue, can link to docs.","Let's figure this out. Do you have any other Bluetooth devices? If so, do you have any issues connecting those devices?"
a80fda97fd8c6c4ec2312844d5a4205c,"#iOS11 so many bugs, phone freezing, wifi switches on its own, battery drains fast #applesupport @AppleSupport",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We want you to enjoy iOS 11. We can help! Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT
d74a758ad42bb71d552635ed9bce90d5,@115858 Absolutely. I agree. Battery draining like hell in my new iPhone. Need a fix ASAP. @115858,Hardware/Device Issue,Escalate,Hardware issue likely needs Genius Bar appointment.,Send us a DM telling us the iPhone you have and details about the battery performance in your new iPhone. We want to help. https://t.co/GDrqU22YpT
ee0d79368ceec035924590fbad6d6e60,why?! Y make it impossible to turn off WiFi for good? I drive it comes on &amp; drops good LTD for crappy wifi &amp; drains battry looking!,General Inquiry,Auto-handle,"Standard issue, can link to docs.",We want to help out. Have you tried the steps here? https://t.co/G7BHuQnDS6
950a2127d9888d9a1f81b3c20c0b7cb9,"Upgrade to #HighSierra - Result after 3 hours. What I should do, @AppleSupport ? https://t.co/PIlnpIU6TL",General Inquiry,Auto-handle,"Standard issue, can link to docs.",We're happy to help get macOS High Sierra installed for you. Does it still appear to be stuck at that point on the progress bar?
75d0aaddb13039e2763030bb5ae33ab6,"Hey @AppleSupport, will the #HighSierra upgrade automatically convert my HFS+ formatted hard drive to the new APFS?",General Inquiry,Auto-handle,"Standard issue, can link to docs.",That's a great question. Learn more about APFS and macOS High Sierra drive conversions here: https://t.co/4S5rE4Mlsl
d9263b0c91227de4d40f3bcc3863350a,"Y dos semanas después, arreglé el problema de firmware e instalé High Sierrra.",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
0e4aad417ea77b949b2e93370017d497,"So, with Safari 11 you can no longer use web inspector with USB-attached iOS devices.

Why, @AppleSupport?",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",Thanks for reaching out to us. Let's have you reach out to our developer support team here: https://t.co/hEaoE4MHuT
afdfb1ecf2ee0e7ce14ed2e14f527207,First patch sorted it the volume issue. 2nd patch downloaded tonight has turned it to shit again. Pish!!,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",Let's help take a closer look. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT
9211a108068e6b126a31c9f585d9bd3b,"i’ve had (and loved) my ipad for almost two hears, but ever since i updated it has lagged for the first time...it’s annoying😒",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We how important it is for your device to work the way you'd like. Have you updated to 11.0.1?
7e6cc603b9ba38601606d0a748ac3a57,facing serious freezing &amp; battery drain issues in #iphone7. Unable to send text msg from call list. Awaiting update to resolve these,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
69bba8a26d0fcf0c505faed31ad6a9bd,"Hello, team! is there any way I can wipe “Other” from my storage? And y do photos not offload to iCloud to save phone space? https://t.co/zQ3h9pZdZw",General Inquiry,Auto-handle,"Standard issue, can link to docs.",We’d be happy to look at this with you! Which version of iOS are you running? Do you have iCloud Photo Library turned on?
7f9c9a97edf87e2c0e48bc50002070a6,".@AppleSupport iOS11 - when playing podcasts, the lock screen doesn’t show correct play times until paused. Could you log a fault? Thanks.",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We want to look into this with you. Does this happen on all podcasts? Is the time correct when in the Podcast app?
074ee8d0fa001b6fcddf9f629ff8020f,"My iPhone 6 Plus has crashed, froze and run generally slow since the recent updates. Really poor",Software/OS Update,Auto-handle,"Standard issue, can link to docs.","We're here for you!  So that we can look into this with you, can you DM us what iOS version you're currently on? https://t.co/GDrqU22YpT"
18dcdc4ef130e2c2d893bc8bda6ce81e,"thread. Basically,I love iPhone&amp;its convenience even with all the bugs in iOS11,but I prefer the album art bigger&amp;shakeForNextSong😆 https://t.co/gl9HPbbkRu",Software/OS Update,Auto-handle,"Standard issue, can link to docs.","We love feedback, let us know your ideas here:

 https://t.co/eTPVYVFyd8 https://t.co/GDrqU22YpT"
56d73b2d701c79e4dd3e01cb38cc6086,are there any changes or issues with payment service? My method keeps being rejected. It worked perfectly fine a week ago.,Account & Billing,Auto-handle,"Standard issue, can link to docs.",Thanks for reaching out. There hasn't been any changes. We recommend the steps here: https://t.co/Ip2IwxlKf8 Keep us posted.
dc22311071df6a9314d756625a292a45,"Why does my wifi &amp; bt still turned on even i turned em off in control center, it drains my batt ios11.1 @AppleSupport",Software/OS Update,Auto-handle,"Standard issue, can link to docs.","Great question! To disable Wi-Fi and Bluetooth, you must visit Settings. Learn more here: https://t.co/G7BHuQnDS6"
0cea209ea83bd61db5c2dd26c76d43f4,@119462 @19101  My iTunes case #1080111280 stalled with Senior Support/Cust Experience team for A YEAR and 8 MO’.s  HELP!,General Inquiry,Auto-handle,"Standard issue, can link to docs.",We'd like to help in any way we can. Send us a DM with some details and we'll look into this together with you. https://t.co/GDrqU22YpT
67dc3916da148285615c887d567dd5ce,"Extremely unimpressed @AppleSupport! Installed #macOSHighSierra &amp; now my #iMac's #bluetooth #keyboard isn't connected, how do I then log in?",General Inquiry,Auto-handle,"Standard issue, can link to docs.","Let's work on this together. Please turn off the keyboard, then turn it back on: https://t.co/xcfbsTFVVR Does that resolve it? https://t.co/GDrqU22YpT"
8f9d875975015ce841a30e9ca9f060a1,my 7plus keeps freezing since I updated to iOS11. I have to keep restarting it. This is not good.,Software/OS Update,Auto-handle,"Standard issue, can link to docs.","We want to help. After restarting, how long before it happens? Are you using a certain app when it becomes unresponsive?"
b721202a0d2083102ede9eac04c77bd6,What in the sam @115858 😡#iphone6 vs #ios11 #updatestruggles https://t.co/nNXlw4jq6D,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",Thanks for bringing this to our attention. Let's complete the steps here: https://t.co/OWRDHWSt4h
ac6c70bc47f521d2b87abc16441efc52,"@115858 Yes but it’s not Toyota Bluetooth it’s a separate device as the car is 2007 &amp; doesn’t have built in Bluetooth, all fine before update",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We'd love to take a look at this with you. Have you updated to iOS 11.0.2? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT
cf24fae68ef4380a02d403bf236e26a1,"Ok, you just fixed this. Thank you!
Maybe you can streamline this process.",General Inquiry,Auto-handle,"Standard issue, can link to docs.",You're very welcome. Please DM us if you have any other questions: https://t.co/GDrqU22YpT
c80ca71dac0599a0193ae71b3b1cf287,"@116333 Really sad to see there is no fix available from Apple,my iPhone feels like a device from Stone Age, so slow and battery is draining so fast",Hardware/Device Issue,Escalate,Hardware issue likely needs Genius Bar appointment.,We would like to help get your iPhone working as expected. Please let us know which iOS version you have to get started. https://t.co/GDrqU22YpT
0c44f8109dd5f99be5dc24fe4b5c59cd,is there anything we owners of iPhone 5 can do to keep our mobiles?it is it is going to the trash and 4 sure I will buy moto or sansu,General Inquiry,Auto-handle,"Standard issue, can link to docs.",We'd like to look into this with you together. What exactly are you seeing?
822268636ef8595ce9d417551738309e,I have drop something in your inbox. Please check and solve the issue,General Inquiry,Auto-handle,"Standard issue, can link to docs.","We've received your DM, and we'll continue from there. Be on the lookout for a reply."
96f7dabfaf57387f3147b5af9c8b5bec,"My iPhone 7 doesnthave an ""auto call answering"" option but I sick of it auto answering after few rings. How do I stop it?😡😡💚💚 @AppleSupport",General Inquiry,Auto-handle,"Standard issue, can link to docs.",We'd like to help. Does restarting your iPhone have an impact on the issue? Are you using the phone when it does this?
206f52019ea698d2aa41edf53a6a403c,Hello @AppleSupport . This prblem still exists. In addition to this there are few other issues too.I'm surpised by how buggy the new ios is.,Software/OS Update,Auto-handle,"Standard issue, can link to docs.","Hey, let's meet in DM so we can gather some more details. We'll work with you from there. https://t.co/GDrqU22YpT"
68f8a86188544dfe988e0816742a759e,terrible new lock screen on up ISO 11 update can’t see it,Software/OS Update,Escalate,Customer expressing high frustration.,We'd love to help with your Lock Screen! Have you updated to iOS 11.0.1 yet? DM us to let us know. https://t.co/GDrqU22YpT
1d5c349bb1cf03425dd6e8908bfac6a2,how do I make this notification stop?? Please don't say buy more storage bc ya girl is broke. Thanks! https://t.co/ADjSQb00Er,General Inquiry,Auto-handle,"Standard issue, can link to docs.",You can turn off iCloud backup if you would like. That would halt the error. We would encourage backing up to iTunes regularly.
0e2283851cfa360e02e679aa4983125d,"Worst experience in an Apple Store ever. (Fifth Avenue) Always thought Apple was different from others :(

 @AppleSupport",Account & Billing,Auto-handle,"Standard issue, can link to docs.",We want to look deeper into this with you. DM us with more detail and we'll continue there. https://t.co/GDrqU22YpT
33c46d932cd8cb4143bdf628fa2603a1,@115858 any success fixing it? same problem here,General Inquiry,Auto-handle,"Standard issue, can link to docs.",We'd like to look into this. Please join us in DM here: https://t.co/GDrqU22YpT
abcc1372f7bf3d7af53e5950fc8f69e3,do you know why this happens? We’ve tried restoring :(,General Inquiry,Auto-handle,"Standard issue, can link to docs.","Let's take a look into this together. To clarify, you're unable to enter in your passcode after the update?"
93ad59a99a23d614027a3baaf67d4df2,Ok this has happened 3 times now and I’m getting really annoyed,General Inquiry,Auto-handle,"Standard issue, can link to docs.",We'd love to help with this. Which device and iOS version are you currently using? DM us here:
4f6aea3724faf620b6c218b66ae7310d,iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT
4caf849e46ac1b71ba61ba86a1df14d9,"Hi @115858, @118936 downloading simulator runtimes in Xcode is currently broken. Could you please have a look? https://t.co/jYCEO1R8Gj",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We want to be sure you get the best help with this. Reach out to our developer support online at: https://t.co/MN29maiV1D
edf472c0bf52618fd4c4492077a1af0d,how can I downgrade to IOS 10 again? My phone is ridiculously slow after upgrading and I prefer the roundness of the previous😟,Software/OS Update,Escalate,Customer expressing high frustration.,"We'd like to help. So we know a little more about your iPhone, what version of iOS do you have installed?"
410b07c9e6c27f893c1ef0b81de0e970,"@115858 My battery is zoooming down. Damn, I’m switching back to Android ASAP. I took it off the charger 1hr ago.its down to 97%. Usuly 💯 4 8hrs.",Hardware/Device Issue,Escalate,Hardware issue likely needs Genius Bar appointment.,Let's look at this together. Which device and software version are you using? https://t.co/GDrqU22YpT
31a715ad55272bd99f314b70d1ae1c8f,Why?  You have stopped updating podcasts and the iTunes update won't update. Technology and Apple FAIL.,Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We're here to help with iTunes and Podcasts. Click the DM link and let us know what happens when trying to update these. https://t.co/GDrqU22YpT
f80c4f2ff5da7a9842e758dfeba66e35,"Please stop fucking with my backlight, I could barely get through the whole day the way it was.",General Inquiry,Auto-handle,"Standard issue, can link to docs.","We'd like to help, but we'll need more details about the backlight issue to start.  Also, what model is it? iOS version?"
0b69e65a0db4d30b8b515cc793952382,"I don’t know. Our iPhone SEs have been messed up since we bought them. Now after latest update, nothing is working right. Frustrating!",Software/OS Update,Auto-handle,"Standard issue, can link to docs.",We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
0d76e75a045be90769e109b47be9c695,"Re: Cookies

#Apple,

Why did you remove “Allow from Current Website Only” from #iPad’s #Safari #cookie settings?

I have a lot more #cookies on my #tablet now, and to make matters worst, I have to go into embedded settings every-time #websites want me to unblock cookies, now. https://t.co/UHYuH8bOdV",General Inquiry,Escalate,"Very long complex message, requires human reading.",This may help with cookies on your iOS device: https://t.co/KATiqSeE7k Send us a DM if you'd like to talk further about it. https://t.co/GDrqU22YpT
